1774655523.525098 server started (50238): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1774655523.525152 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jan 19 22:00:10 PST 2026; root:xnu-11417.140.69.708.3~1/RELEASE_X86_64
1774655523.525172 using libevent 2.1.12-stable select
1774655523.525190 using utf8proc 2.11.3
1774655523.525203 using ncurses 6.5 20240427
1774655523.636205 cmd_find_best_session: 0 sessions to try
1774655523.636210 cmd_find_best_session: 0 sessions to try
1774655523.636218 key_bindings_add: 0x57 W = send-keys -X next-space
1774655523.636224 cmd_find_best_session: 0 sessions to try
1774655523.636231 cmdq_next <global>: [bind-key/0x7fea95b242c0] (0), flags 0
1774655523.636236 cmd_find_best_session: 0 sessions to try
1774655523.636241 cmd_find_current_client: no target, return 0x0
1774655523.636246 cmd_find_best_session: 0 sessions to try
1774655523.636251 cmd_find_current_client: no target, return 0x0
1774655523.636256 cmd_find_best_session: 0 sessions to try
1774655523.636261 cmd_find_best_session: 0 sessions to try
1774655523.636269 key_bindings_add: 0x58 X = send-keys -X set-mark
1774655523.636275 cmd_find_best_session: 0 sessions to try
1774655523.636282 cmdq_next <global>: [bind-key/0x7fea95b24730] (0), flags 0
1774655523.636287 cmd_find_best_session: 0 sessions to try
1774655523.636292 cmd_find_current_client: no target, return 0x0
1774655523.636297 cmd_find_best_session: 0 sessions to try
1774655523.636302 cmd_find_current_client: no target, return 0x0
1774655523.636307 cmd_find_best_session: 0 sessions to try
1774655523.636312 cmd_find_best_session: 0 sessions to try
1774655523.636321 key_bindings_add: 0x5e ^ = send-keys -X back-to-indentation
1774655523.636326 cmd_find_best_session: 0 sessions to try
1774655523.636333 cmdq_next <global>: [bind-key/0x7fea95b24ed0] (0), flags 0
1774655523.636338 cmd_find_best_session: 0 sessions to try
1774655523.636343 cmd_find_current_client: no target, return 0x0
1774655523.636348 cmd_find_best_session: 0 sessions to try
1774655523.636353 cmd_find_current_client: no target, return 0x0
1774655523.636358 cmd_find_best_session: 0 sessions to try
1774655523.636363 cmd_find_best_session: 0 sessions to try
1774655523.636372 key_bindings_add: 0x62 b = send-keys -X previous-word
1774655523.636378 cmd_find_best_session: 0 sessions to try
1774655523.636384 cmdq_next <global>: [bind-key/0x7fea95b253b0] (0), flags 0
1774655523.636389 cmd_find_best_session: 0 sessions to try
1774655523.636395 cmd_find_current_client: no target, return 0x0
1774655523.636400 cmd_find_best_session: 0 sessions to try
1774655523.636405 cmd_find_current_client: no target, return 0x0
1774655523.636410 cmd_find_best_session: 0 sessions to try
1774655523.636415 cmd_find_best_session: 0 sessions to try
1774655523.636423 key_bindings_add: 0x65 e = send-keys -X next-word-end
1774655523.636429 cmd_find_best_session: 0 sessions to try
1774655523.636436 cmdq_next <global>: [bind-key/0x7fea95b25a70] (0), flags 0
1774655523.636441 cmd_find_best_session: 0 sessions to try
1774655523.636446 cmd_find_current_client: no target, return 0x0
1774655523.636451 cmd_find_best_session: 0 sessions to try
1774655523.636456 cmd_find_current_client: no target, return 0x0
1774655523.636461 cmd_find_best_session: 0 sessions to try
1774655523.636466 cmd_find_best_session: 0 sessions to try
1774655523.636482 key_bindings_add: 0x66 f = command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward -- "%%" }
1774655523.636487 cmd_find_best_session: 0 sessions to try
1774655523.636494 cmdq_next <global>: [bind-key/0x7fea95b25e70] (0), flags 0
1774655523.636508 cmd_find_best_session: 0 sessions to try
1774655523.636513 cmd_find_current_client: no target, return 0x0
1774655523.636519 cmd_find_best_session: 0 sessions to try
1774655523.636524 cmd_find_current_client: no target, return 0x0
1774655523.636529 cmd_find_best_session: 0 sessions to try
1774655523.636534 cmd_find_best_session: 0 sessions to try
1774655523.636542 key_bindings_add: 0x67 g = send-keys -X history-top
1774655523.636548 cmd_find_best_session: 0 sessions to try
1774655523.636555 cmdq_next <global>: [bind-key/0x7fea95b262d0] (0), flags 0
1774655523.636560 cmd_find_best_session: 0 sessions to try
1774655523.636565 cmd_find_current_client: no target, return 0x0
1774655523.636570 cmd_find_best_session: 0 sessions to try
1774655523.636575 cmd_find_current_client: no target, return 0x0
1774655523.636580 cmd_find_best_session: 0 sessions to try
1774655523.636585 cmd_find_best_session: 0 sessions to try
1774655523.636594 key_bindings_add: 0x68 h = send-keys -X cursor-left
1774655523.636599 cmd_find_best_session: 0 sessions to try
1774655523.636606 cmdq_next <global>: [bind-key/0x7fea95b26780] (0), flags 0
1774655523.636611 cmd_find_best_session: 0 sessions to try
1774655523.636617 cmd_find_current_client: no target, return 0x0
1774655523.636622 cmd_find_best_session: 0 sessions to try
1774655523.636627 cmd_find_current_client: no target, return 0x0
1774655523.636632 cmd_find_best_session: 0 sessions to try
1774655523.636637 cmd_find_best_session: 0 sessions to try
1774655523.636645 key_bindings_add: 0x6a j = send-keys -X cursor-down
1774655523.636651 cmd_find_best_session: 0 sessions to try
1774655523.636657 cmdq_next <global>: [bind-key/0x7fea95b26c00] (0), flags 0
1774655523.636662 cmd_find_best_session: 0 sessions to try
1774655523.636668 cmd_find_current_client: no target, return 0x0
1774655523.636673 cmd_find_best_session: 0 sessions to try
1774655523.636678 cmd_find_current_client: no target, return 0x0
1774655523.636683 cmd_find_best_session: 0 sessions to try
1774655523.636688 cmd_find_best_session: 0 sessions to try
1774655523.636696 key_bindings_add: 0x6b k = send-keys -X cursor-up
1774655523.636702 cmd_find_best_session: 0 sessions to try
1774655523.636708 cmdq_next <global>: [bind-key/0x7fea95b26fa0] (0), flags 0
1774655523.636713 cmd_find_best_session: 0 sessions to try
1774655523.636719 cmd_find_current_client: no target, return 0x0
1774655523.636724 cmd_find_best_session: 0 sessions to try
1774655523.636729 cmd_find_current_client: no target, return 0x0
1774655523.636734 cmd_find_best_session: 0 sessions to try
1774655523.636739 cmd_find_best_session: 0 sessions to try
1774655523.636747 key_bindings_add: 0x7a z = send-keys -X scroll-middle
1774655523.636753 cmd_find_best_session: 0 sessions to try
1774655523.636763 cmdq_next <global>: [bind-key/0x7fea95b274f0] (0), flags 0
1774655523.636768 cmd_find_best_session: 0 sessions to try
1774655523.636773 cmd_find_current_client: no target, return 0x0
1774655523.636778 cmd_find_best_session: 0 sessions to try
1774655523.636784 cmd_find_current_client: no target, return 0x0
1774655523.636789 cmd_find_best_session: 0 sessions to try
1774655523.636794 cmd_find_best_session: 0 sessions to try
1774655523.636802 key_bindings_add: 0x6c l = send-keys -X cursor-right
1774655523.636808 cmd_find_best_session: 0 sessions to try
1774655523.636814 cmdq_next <global>: [bind-key/0x7fea95b27880] (0), flags 0
1774655523.636820 cmd_find_best_session: 0 sessions to try
1774655523.636825 cmd_find_current_client: no target, return 0x0
1774655523.636830 cmd_find_best_session: 0 sessions to try
1774655523.636835 cmd_find_current_client: no target, return 0x0
1774655523.636840 cmd_find_best_session: 0 sessions to try
1774655523.636845 cmd_find_best_session: 0 sessions to try
1774655523.636854 key_bindings_add: 0x6e n = send-keys -X search-again
1774655523.636859 cmd_find_best_session: 0 sessions to try
1774655523.636866 cmdq_next <global>: [bind-key/0x7fea95b27e50] (0), flags 0
1774655523.636871 cmd_find_best_session: 0 sessions to try
1774655523.636877 cmd_find_current_client: no target, return 0x0
1774655523.636890 cmd_find_best_session: 0 sessions to try
1774655523.636896 cmd_find_current_client: no target, return 0x0
1774655523.636901 cmd_find_best_session: 0 sessions to try
1774655523.636906 cmd_find_best_session: 0 sessions to try
1774655523.636915 key_bindings_add: 0x6f o = send-keys -X other-end
1774655523.636920 cmd_find_best_session: 0 sessions to try
1774655523.636927 cmdq_next <global>: [bind-key/0x7fea95b282c0] (0), flags 0
1774655523.636932 cmd_find_best_session: 0 sessions to try
1774655523.636937 cmd_find_current_client: no target, return 0x0
1774655523.636943 cmd_find_best_session: 0 sessions to try
1774655523.636948 cmd_find_current_client: no target, return 0x0
1774655523.636953 cmd_find_best_session: 0 sessions to try
1774655523.636958 cmd_find_best_session: 0 sessions to try
1774655523.636966 key_bindings_add: 0x71 q = send-keys -X cancel
1774655523.636972 cmd_find_best_session: 0 sessions to try
1774655523.636978 cmdq_next <global>: [bind-key/0x7fea95b28770] (0), flags 0
1774655523.636984 cmd_find_best_session: 0 sessions to try
1774655523.636989 cmd_find_current_client: no target, return 0x0
1774655523.636994 cmd_find_best_session: 0 sessions to try
1774655523.636999 cmd_find_current_client: no target, return 0x0
1774655523.637004 cmd_find_best_session: 0 sessions to try
1774655523.637009 cmd_find_best_session: 0 sessions to try
1774655523.637018 key_bindings_add: 0x72 r = send-keys -X refresh-from-pane
1774655523.637024 cmd_find_best_session: 0 sessions to try
1774655523.637030 cmdq_next <global>: [bind-key/0x7fea95b28e80] (0), flags 0
1774655523.637036 cmd_find_best_session: 0 sessions to try
1774655523.637041 cmd_find_current_client: no target, return 0x0
1774655523.637046 cmd_find_best_session: 0 sessions to try
1774655523.637051 cmd_find_current_client: no target, return 0x0
1774655523.637056 cmd_find_best_session: 0 sessions to try
1774655523.637061 cmd_find_best_session: 0 sessions to try
1774655523.637077 key_bindings_add: 0x74 t = command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward -- "%%" }
1774655523.637082 cmd_find_best_session: 0 sessions to try
1774655523.637089 cmdq_next <global>: [bind-key/0x7fea95b29260] (0), flags 0
1774655523.637095 cmd_find_best_session: 0 sessions to try
1774655523.637100 cmd_find_current_client: no target, return 0x0
1774655523.637105 cmd_find_best_session: 0 sessions to try
1774655523.637110 cmd_find_current_client: no target, return 0x0
1774655523.637115 cmd_find_best_session: 0 sessions to try
1774655523.637120 cmd_find_best_session: 0 sessions to try
1774655523.637129 key_bindings_add: 0x76 v = send-keys -X rectangle-toggle
1774655523.637135 cmd_find_best_session: 0 sessions to try
1774655523.637142 cmdq_next <global>: [bind-key/0x7fea95b297c0] (0), flags 0
1774655523.637147 cmd_find_best_session: 0 sessions to try
1774655523.637152 cmd_find_current_client: no target, return 0x0
1774655523.637157 cmd_find_best_session: 0 sessions to try
1774655523.637162 cmd_find_current_client: no target, return 0x0
1774655523.637167 cmd_find_best_session: 0 sessions to try
1774655523.637172 cmd_find_best_session: 0 sessions to try
1774655523.637181 key_bindings_add: 0x77 w = send-keys -X next-word
1774655523.637186 cmd_find_best_session: 0 sessions to try
1774655523.637193 cmdq_next <global>: [bind-key/0x7fea94f132e0] (0), flags 0
1774655523.637199 cmd_find_best_session: 0 sessions to try
1774655523.637204 cmd_find_current_client: no target, return 0x0
1774655523.637209 cmd_find_best_session: 0 sessions to try
1774655523.637214 cmd_find_current_client: no target, return 0x0
1774655523.637219 cmd_find_best_session: 0 sessions to try
1774655523.637224 cmd_find_best_session: 0 sessions to try
1774655523.637233 key_bindings_add: 0x7b { = send-keys -X previous-paragraph
1774655523.637239 cmd_find_best_session: 0 sessions to try
1774655523.637246 cmdq_next <global>: [bind-key/0x7fea94f13640] (0), flags 0
1774655523.637252 cmd_find_best_session: 0 sessions to try
1774655523.637257 cmd_find_current_client: no target, return 0x0
1774655523.637270 cmd_find_best_session: 0 sessions to try
1774655523.637276 cmd_find_current_client: no target, return 0x0
1774655523.637281 cmd_find_best_session: 0 sessions to try
1774655523.637286 cmd_find_best_session: 0 sessions to try
1774655523.637295 key_bindings_add: 0x7d } = send-keys -X next-paragraph
1774655523.637301 cmd_find_best_session: 0 sessions to try
1774655523.637308 cmdq_next <global>: [bind-key/0x7fea94f139c0] (0), flags 0
1774655523.637313 cmd_find_best_session: 0 sessions to try
1774655523.637319 cmd_find_current_client: no target, return 0x0
1774655523.637324 cmd_find_best_session: 0 sessions to try
1774655523.637329 cmd_find_current_client: no target, return 0x0
1774655523.637334 cmd_find_best_session: 0 sessions to try
1774655523.637339 cmd_find_best_session: 0 sessions to try
1774655523.637348 key_bindings_add: 0x25 % = send-keys -X next-matching-bracket
1774655523.637353 cmd_find_best_session: 0 sessions to try
1774655523.637360 cmdq_next <global>: [bind-key/0x7fea94f140e0] (0), flags 0
1774655523.637366 cmd_find_best_session: 0 sessions to try
1774655523.637371 cmd_find_current_client: no target, return 0x0
1774655523.637376 cmd_find_best_session: 0 sessions to try
1774655523.637381 cmd_find_current_client: no target, return 0x0
1774655523.637386 cmd_find_best_session: 0 sessions to try
1774655523.637391 cmd_find_best_session: 0 sessions to try
1774655523.637400 key_bindings_add: 0x10e269 Home = send-keys -X start-of-line
1774655523.637405 cmd_find_best_session: 0 sessions to try
1774655523.637412 cmdq_next <global>: [bind-key/0x7fea94f145c0] (0), flags 0
1774655523.637417 cmd_find_best_session: 0 sessions to try
1774655523.637422 cmd_find_current_client: no target, return 0x0
1774655523.637427 cmd_find_best_session: 0 sessions to try
1774655523.637432 cmd_find_current_client: no target, return 0x0
1774655523.637437 cmd_find_best_session: 0 sessions to try
1774655523.637442 cmd_find_best_session: 0 sessions to try
1774655523.637451 key_bindings_add: 0x10e26a End = send-keys -X end-of-line
1774655523.637456 cmd_find_best_session: 0 sessions to try
1774655523.637463 cmdq_next <global>: [bind-key/0x7fea94f148c0] (0), flags 0
1774655523.637468 cmd_find_best_session: 0 sessions to try
1774655523.637473 cmd_find_current_client: no target, return 0x0
1774655523.637478 cmd_find_best_session: 0 sessions to try
1774655523.637483 cmd_find_current_client: no target, return 0x0
1774655523.637488 cmd_find_best_session: 0 sessions to try
1774655523.637494 cmd_find_best_session: 0 sessions to try
1774655523.637501 key_bindings_add: 0x10e011 MouseDown1Pane = select-pane
1774655523.637507 cmd_find_best_session: 0 sessions to try
1774655523.637514 cmdq_next <global>: [bind-key/0x7fea94f14e80] (0), flags 0
1774655523.637519 cmd_find_best_session: 0 sessions to try
1774655523.637524 cmd_find_current_client: no target, return 0x0
1774655523.637529 cmd_find_best_session: 0 sessions to try
1774655523.637534 cmd_find_current_client: no target, return 0x0
1774655523.637539 cmd_find_best_session: 0 sessions to try
1774655523.637544 cmd_find_best_session: 0 sessions to try
1774655523.637558 key_bindings_add: 0x10e0b3 MouseDrag1Pane = select-pane ; send-keys -X begin-selection
1774655523.637563 cmd_find_best_session: 0 sessions to try
1774655523.637570 cmdq_next <global>: [bind-key/0x7fea94f15350] (0), flags 0
1774655523.637575 cmd_find_best_session: 0 sessions to try
1774655523.637580 cmd_find_current_client: no target, return 0x0
1774655523.637586 cmd_find_best_session: 0 sessions to try
1774655523.637591 cmd_find_current_client: no target, return 0x0
1774655523.637596 cmd_find_best_session: 0 sessions to try
1774655523.637601 cmd_find_best_session: 0 sessions to try
1774655523.637615 key_bindings_add: 0x10e104 MouseDragEnd1Pane = send-keys -X copy-pipe-and-cancel
1774655523.637620 cmd_find_best_session: 0 sessions to try
1774655523.637627 cmdq_next <global>: [bind-key/0x7fea94f15890] (0), flags 0
1774655523.637633 cmd_find_best_session: 0 sessions to try
1774655523.637638 cmd_find_current_client: no target, return 0x0
1774655523.637652 cmd_find_best_session: 0 sessions to try
